data,hora_inicio,hora_fim,servico_amostra,sentido_amostra,id_veiculo_amostra,flag_reprocessamento,protocolo,datetime_partida_amostra,datetime_chegada_amostra,status,data_apurado,id_veiculo_apurado,servico_apurado,sentido_apurado,datetime_partida_apurado,datetime_chegada_apurado
2022-10-10,05:01:00,05:24:00,484,,31071,1,SMTR202211005716,2022-10-10 05:01:00,2022-10-10 05:24:00,,,,,,,
2022-10-10,04:55:00,05:43:00,483,,58164,1,SMTR202211005715,2022-10-10 04:55:00,2022-10-10 05:43:00,,,,,,,
2022-10-10,04:55:00,05:43:00,483,,58089,1,SMTR202211005714,2022-10-10 04:55:00,2022-10-10 05:43:00,,,,,,,
2022-10-10,10:25:00,11:45:00,483,,31162,1,SMTR202211005713,2022-10-10 10:25:00,2022-10-10 11:45:00,,,,,,,
2022-10-10,07:14:00,08:30:00,SV483,,31161,1,SMTR202211005712,2022-10-10 07:14:00,2022-10-10 08:30:00,,,,,,,
2022-10-10,06:01:00,07:10:00,483,,31161,1,SMTR202211005711,2022-10-10 06:01:00,2022-10-10 07:10:00,,,,,,,
2022-10-10,10:25:00,11:45:00,483,,31157,1,SMTR202211005710,2022-10-10 10:25:00,2022-10-10 11:45:00,,,,,,,
2022-10-10,07:14:00,08:29:00,SV483,,31157,1,SMTR202211005709,2022-10-10 07:14:00,2022-10-10 08:29:00,,,,,,,
2022-10-10,06:01:00,07:10:00,SV483,,31150,1,SMTR202211005708,2022-10-10 06:01:00,2022-10-10 07:10:00,,,,,,,
2022-10-10,18:26:00,19:56:00,483,,31150,1,SMTR202211005707,2022-10-10 18:26:00,2022-10-10 19:56:00,,,,,,,
2022-10-10,22:32:00,23:19:00,483,,31145,1,SMTR202211005706,2022-10-10 22:32:00,2022-10-10 23:19:00,,,,,,,
2022-10-10,16:08:00,17:34:00,483,,31144,1,SMTR202211005705,2022-10-10 16:08:00,2022-10-10 17:34:00,,,,,,,
2022-10-10,17:27:00,18:18:00,483,,31137,1,SMTR202211005704,2022-10-10 17:27:00,2022-10-10 18:18:00,,,,,,,
2022-10-10,10:42:00,11:53:00,483,,31137,1,SMTR202211005703,2022-10-10 10:42:00,2022-10-10 11:53:00,,,,,,,
2022-10-10,04:57:00,05:50:00,483,,31158,1,SMTR202211005702,2022-10-10 04:57:00,2022-10-10 05:50:00,,,,,,,
2022-10-10,05:41:00,06:56:00,483,,31137,1,SMTR202211005701,2022-10-10 05:41:00,2022-10-10 06:56:00,,,,,,,
2022-10-10,06:03:00,07:20:00,483,,31136,1,SMTR202211005700,2022-10-10 06:03:00,2022-10-10 07:20:00,,,,,,,
2022-10-10,15:41:00,16:51:00,483,,31136,1,SMTR202211005699,2022-10-10 15:41:00,2022-10-10 16:51:00,,,,,,,
2022-10-10,04:42:00,05:39:00,483,,31134,1,SMTR202211005698,2022-10-10 04:42:00,2022-10-10 05:39:00,,,,,,,
2022-10-10,05:35:00,06:33:00,483,,31132,1,SMTR202211005697,2022-10-10 05:35:00,2022-10-10 06:33:00,,,,,,,
2022-10-10,14:23:00,15:47:00,483,,31132,1,SMTR202211005696,2022-10-10 14:23:00,2022-10-10 15:47:00,,,,,,,
2022-10-10,19:18:00,19:48:00,483,,31124,1,SMTR202211005693,2022-10-10 19:18:00,2022-10-10 19:48:00,,,,,,,
2022-10-10,16:58:00,17:44:00,483,,31119,1,SMTR202211005692,2022-10-10 16:58:00,2022-10-10 17:44:00,,,,,,,
2022-10-10,17:02:00,18:08:00,483,,31114,1,SMTR202211005691,2022-10-10 17:02:00,2022-10-10 18:08:00,,,,,,,
2022-10-10,18:26:00,19:16:00,483,,31104,1,SMTR202211005690,2022-10-10 18:26:00,2022-10-10 19:16:00,,,,,,,
2022-10-10,15:44:00,17:09:00,483,,31098,1,SMTR202211005688,2022-10-10 15:44:00,2022-10-10 17:09:00,,,,,,,
2022-10-10,14:02:00,15:31:00,483,,31096,1,SMTR202211005687,2022-10-10 14:02:00,2022-10-10 15:31:00,,,,,,,
2022-10-10,21:28:00,22:25:00,483,,31088,1,SMTR202211005685,2022-10-10 21:28:00,2022-10-10 22:25:00,,,,,,,
2022-10-10,20:33:00,21:28:00,483,,31088,1,SMTR202211005684,2022-10-10 20:33:00,2022-10-10 21:28:00,,,,,,,
2022-10-10,19:06:00,20:30:00,483,,31082,1,SMTR202211005683,2022-10-10 19:06:00,2022-10-10 20:30:00,,,,,,,
2022-10-10,17:24:00,19:02:00,483,,31082,1,SMTR202211005682,2022-10-10 17:24:00,2022-10-10 19:02:00,,,,,,,
2022-10-10,15:42:00,17:15:00,485,,31082,1,SMTR202211005681,2022-10-10 15:42:00,2022-10-10 17:15:00,,,,,,,
2022-10-10,13:55:00,15:39:00,483,,31082,1,SMTR202211005680,2022-10-10 13:55:00,2022-10-10 15:39:00,,,,,,,
2022-10-10,11:38:00,12:58:00,483,,31072,1,SMTR202211005679,2022-10-10 11:38:00,2022-10-10 12:58:00,,,,,,,
2022-10-10,10:04:00,11:32:00,483,,31072,1,SMTR202211005678,2022-10-10 10:04:00,2022-10-10 11:32:00,,,,,,,
2022-10-10,08:46:00,09:51:00,483,,31052,1,SMTR202211005677,2022-10-10 08:46:00,2022-10-10 09:51:00,,,,,,,
2022-10-10,07:14:00,08:43:00,483,,31052,1,SMTR202211005676,2022-10-10 07:14:00,2022-10-10 08:43:00,,,,,,,
2022-10-10,13:27:00,15:01:00,SV483,,31052,1,SMTR202211005675,2022-10-10 13:27:00,2022-10-10 15:01:00,,,,,,,
2022-10-10,11:33:00,13:10:00,483,,31052,1,SMTR202211005674,2022-10-10 11:33:00,2022-10-10 13:10:00,,,,,,,
2022-10-10,07:58:00,09:26:00,SV483,,31051,1,SMTR202211005671,2022-10-10 07:58:00,2022-10-10 09:26:00,,,,,,,
2022-10-10,08:49:00,10:17:00,483,,31045,1,SMTR202211005669,2022-10-10 08:49:00,2022-10-10 10:17:00,,,,,,,
2022-10-10,21:05:00,21:59:00,483,,31045,1,SMTR202211005668,2022-10-10 21:05:00,2022-10-10 21:59:00,,,,,,,
2022-10-10,19:46:00,21:04:00,483,,31045,1,SMTR202211005667,2022-10-10 19:46:00,2022-10-10 21:04:00,,,,,,,
2022-10-10,18:35:00,19:46:00,483,,31045,1,SMTR202211005666,2022-10-10 18:35:00,2022-10-10 19:46:00,,,,,,,
2022-10-10,16:36:00,18:05:00,483,,31042,1,SMTR202211005665,2022-10-10 16:36:00,2022-10-10 18:05:00,,,,,,,
2022-10-10,15:05:00,16:35:00,483,,31042,1,SMTR202211005664,2022-10-10 15:05:00,2022-10-10 16:35:00,,,,,,,
2022-10-10,11:13:00,12:39:00,483,,31037,1,SMTR202211005663,2022-10-10 11:13:00,2022-10-10 12:39:00,,,,,,,
2022-10-10,09:35:00,11:06:00,483,,31150,1,SMTR202211005662,2022-10-10 09:35:00,2022-10-10 11:06:00,,,,,,,
2022-10-10,20:37:00,21:32:00,483,,31037,1,SMTR202211005661,2022-10-10 20:37:00,2022-10-10 21:32:00,,,,,,,
2022-10-10,14:27:00,16:00:00,SP404,,31033,1,SMTR202211005659,2022-10-10 14:27:00,2022-10-10 16:00:00,,,,,,,
2022-10-10,12:52:00,14:26:00,483,,31033,1,SMTR202211005658,2022-10-10 12:52:00,2022-10-10 14:26:00,,,,,,,
2022-10-10,07:59:00,09:12:00,483,,31032,1,SMTR202211005657,2022-10-10 07:59:00,2022-10-10 09:12:00,,,,,,,
2022-10-10,16:02:00,17:32:00,483,,31018,1,SMTR202211005655,2022-10-10 16:02:00,2022-10-10 17:32:00,,,,,,,
2022-10-10,14:10:00,15:58:00,483,,31017,1,SMTR202211005654,2022-10-10 14:10:00,2022-10-10 15:58:00,,,,,,,
2022-10-10,12:28:00,13:52:00,483,,31017,1,SMTR202211005653,2022-10-10 12:28:00,2022-10-10 13:52:00,,,,,,,
2022-10-10,06:54:00,08:23:00,SV483,,31005,1,SMTR202211005652,2022-10-10 06:54:00,2022-10-10 08:23:00,,,,,,,
2022-10-10,06:03:00,07:29:00,483,,31003,1,SMTR202211005650,2022-10-10 06:03:00,2022-10-10 07:29:00,,,,,,,
2022-10-10,16:11:00,17:37:00,483,,31002,1,SMTR202211005649,2022-10-10 16:11:00,2022-10-10 17:37:00,,,,,,,
2022-10-10,09:24:00,10:54:00,483,,31002,1,SMTR202211005648,2022-10-10 09:24:00,2022-10-10 10:54:00,,,,,,,
2022-10-10,05:11:00,06:14:00,483,,31001,1,SMTR202211005647,2022-10-10 05:11:00,2022-10-10 06:14:00,,,,,,,
2022-10-10,21:28:00,22:29:00,483,,31001,1,SMTR202211005645,2022-10-10 21:28:00,2022-10-10 22:29:00,,,,,,,
2022-10-10,19:54:00,21:10:00,483,,31001,1,SMTR202211005637,2022-10-10 19:54:00,2022-10-10 21:10:00,,,,,,,
2022-10-10,07:38:00,08:39:00,486,,31134,1,SMTR202211005636,2022-10-10 07:38:00,2022-10-10 08:39:00,,,,,,,
2022-10-10,07:00:00,07:57:00,486,,31124,1,SMTR202211005635,2022-10-10 07:00:00,2022-10-10 07:57:00,,,,,,,
2022-10-10,08:10:00,09:36:00,486,,31042,1,SMTR202211005634,2022-10-10 08:10:00,2022-10-10 09:36:00,,,,,,,
2022-10-10,22:19:00,23:20:00,486,,31127,1,SMTR202211005633,2022-10-10 22:19:00,2022-10-10 23:20:00,,,,,,,
2022-10-10,04:30:00,05:23:00,486,,31072,1,SMTR202211005632,2022-10-10 04:30:00,2022-10-10 05:23:00,,,,,,,
2022-10-11,04:59:00,06:00:00,486,,31084,1,SMTR202211005631,2022-10-11 04:59:00,2022-10-11 06:00:00,,,,,,,
2022-10-11,21:30:00,21:55:00,486,,31029,1,SMTR202211005630,2022-10-11 21:30:00,2022-10-11 21:55:00,,,,,,,
2022-10-11,04:43:00,05:38:00,486,,31091,1,SMTR202211005628,2022-10-11 04:43:00,2022-10-11 05:38:00,,,,,,,
2022-10-11,16:49:00,18:21:00,498,,58145,1,SMTR202211005624,2022-10-11 16:49:00,2022-10-11 18:21:00,,,,,,,
2022-10-11,06:34:00,08:08:00,498,,58110,1,SMTR202211005623,2022-10-11 06:34:00,2022-10-11 08:08:00,,,,,,,
2022-10-11,21:20:00,22:49:00,498,,31018,1,SMTR202211005622,2022-10-11 21:20:00,2022-10-11 22:49:00,,,,,,,
2022-10-11,05:19:00,07:12:00,497,,58053,1,SMTR202211005621,2022-10-11 05:19:00,2022-10-11 07:12:00,,,,,,,
2022-10-11,19:22:00,20:41:00,497,,58053,1,SMTR202211005619,2022-10-11 19:22:00,2022-10-11 20:41:00,,,,,,,
2022-10-11,06:18:00,08:14:00,497,,31092,1,SMTR202211005618,2022-10-11 06:18:00,2022-10-11 08:14:00,,,,,,,
2022-10-11,15:08:00,16:17:00,497,,31027,1,SMTR202211005617,2022-10-11 15:08:00,2022-10-11 16:17:00,,,,,,,
2022-10-11,10:20:00,11:51:00,497,,31027,1,SMTR202211005615,2022-10-11 10:20:00,2022-10-11 11:51:00,,,,,,,
2022-10-11,07:00:00,08:19:00,497,,31027,1,SMTR202211005613,2022-10-11 07:00:00,2022-10-11 08:19:00,,,,,,,
2022-10-11,06:04:00,06:56:00,497,,31027,1,SMTR202211005611,2022-10-11 06:04:00,2022-10-11 06:56:00,,,,,,,
2022-10-11,05:50:00,06:47:00,497,,31023,1,SMTR202211005610,2022-10-11 05:50:00,2022-10-11 06:47:00,,,,,,,
2022-10-11,07:12:00,09:11:00,497,,31023,1,SMTR202211005604,2022-10-11 07:12:00,2022-10-11 09:11:00,,,,,,,
2022-10-11,09:19:00,10:32:00,497,,31023,1,SMTR202211005603,2022-10-11 09:19:00,2022-10-11 10:32:00,,,,,,,
2022-10-11,10:59:00,11:43:00,486,,31161,1,SMTR202211005601,2022-10-11 10:59:00,2022-10-11 11:43:00,,,,,,,
2022-10-11,08:03:00,10:09:00,486,,31147,1,SMTR202211005600,2022-10-11 08:03:00,2022-10-11 10:09:00,,,,,,,
2022-10-11,12:01:00,13:20:00,486,,31134,1,SMTR202211005599,2022-10-11 12:01:00,2022-10-11 13:20:00,,,,,,,
2022-10-11,13:45:00,14:56:00,486,,31127,1,SMTR202211005598,2022-10-11 13:45:00,2022-10-11 14:56:00,,,,,,,
2022-10-11,14:36:00,15:56:00,486,,31124,1,SMTR202211005597,2022-10-11 14:36:00,2022-10-11 15:56:00,,,,,,,
2022-10-11,16:21:00,17:35:00,486,,31089,1,SMTR202211005596,2022-10-11 16:21:00,2022-10-11 17:35:00,,,,,,,
2022-10-11,13:12:00,14:27:00,486,,31089,1,SMTR202211005595,2022-10-11 13:12:00,2022-10-11 14:27:00,,,,,,,
2022-10-11,13:27:00,14:47:00,486,,31079,1,SMTR202211005593,2022-10-11 13:27:00,2022-10-11 14:47:00,,,,,,,
2022-10-11,18:37:00,20:46:00,486,,31072,1,SMTR202211005592,2022-10-11 18:37:00,2022-10-11 20:46:00,,,,,,,
2022-10-11,15:23:00,16:20:00,486,,31068,1,SMTR202211005591,2022-10-11 15:23:00,2022-10-11 16:20:00,,,,,,,
2022-10-11,15:06:00,16:40:00,486,,31042,1,SMTR202211005590,2022-10-11 15:06:00,2022-10-11 16:40:00,,,,,,,
2022-10-11,22:36:00,23:15:00,486,,31001,1,SMTR202211005587,2022-10-11 22:36:00,2022-10-11 23:15:00,,,,,,,
2022-10-11,19:02:00,21:19:00,483,,31161,1,SMTR202211005583,2022-10-11 19:02:00,2022-10-11 21:19:00,,,,,,,
2022-10-11,12:30:00,13:58:00,483,,31160,1,SMTR202211005582,2022-10-11 12:30:00,2022-10-11 13:58:00,,,,,,,
2022-10-11,07:44:00,09:15:00,483,,31158,1,SMTR202211005581,2022-10-11 07:44:00,2022-10-11 09:15:00,,,,,,,
2022-10-11,15:44:00,16:52:00,483,,31136,1,SMTR202211005579,2022-10-11 15:44:00,2022-10-11 16:52:00,,,,,,,
2022-10-11,08:24:00,09:48:00,483,,31136,1,SMTR202211005578,2022-10-11 08:24:00,2022-10-11 09:48:00,,,,,,,
2022-10-11,20:20:00,21:18:00,483,,31134,1,SMTR202211005576,2022-10-11 20:20:00,2022-10-11 21:18:00,,,,,,,
2022-10-11,13:16:00,13:59:00,497,,31132,1,SMTR202211005571,2022-10-11 13:16:00,2022-10-11 13:59:00,,,,,,,
2022-10-11,04:32:00,05:27:00,497,,31132,1,SMTR202211005570,2022-10-11 04:32:00,2022-10-11 05:27:00,,,,,,,
2022-10-11,00:41:00,01:41:00,497,,31132,1,SMTR202211005568,2022-10-11 00:41:00,2022-10-11 01:41:00,,,,,,,
2022-10-11,19:43:00,21:09:00,483,,31120,1,SMTR202211005567,2022-10-11 19:43:00,2022-10-11 21:09:00,,,,,,,
2022-10-11,20:24:00,21:38:00,483,,31119,1,SMTR202211005566,2022-10-11 20:24:00,2022-10-11 21:38:00,,,,,,,
2022-10-11,21:12:00,22:14:00,SV483,,312113,1,SMTR202211005564,2022-10-11 21:12:00,2022-10-11 22:14:00,,,,,,,
2022-10-11,19:30:00,21:00:00,483,,31098,1,SMTR202211005561,2022-10-11 19:30:00,2022-10-11 21:00:00,,,,,,,
2022-10-11,22:55:00,23:53:00,483,,31082,1,SMTR202211005560,2022-10-11 22:55:00,2022-10-11 23:53:00,,,,,,,
2022-10-11,22:23:00,23:43:00,483,,31072,1,SMTR202211005559,2022-10-11 22:23:00,2022-10-11 23:43:00,,,,,,,
2022-10-11,20:31:00,21:43:00,SV483,,31071,1,SMTR202211005558,2022-10-11 20:31:00,2022-10-11 21:43:00,,,,,,,
2022-10-11,13:59:00,15:19:00,483,,31071,1,SMTR202211005557,2022-10-11 13:59:00,2022-10-11 15:19:00,,,,,,,
2022-10-11,01:40:00,02:34:00,SV483,,31052,1,SMTR202211005556,2022-10-11 01:40:00,2022-10-11 02:34:00,,,,,,,
2022-10-11,00:10:00,01:11:00,483,,31051,1,SMTR202211005542,2022-10-11 00:10:00,2022-10-11 01:11:00,,,,,,,
2022-10-11,01:11:00,02:10:00,906,,31039,1,SMTR202211005540,2022-10-11 01:11:00,2022-10-11 02:10:00,,,,,,,
2022-10-11,14:12:00,15:31:00,SV483,,31039,1,SMTR202211005538,2022-10-11 14:12:00,2022-10-11 15:31:00,,,,,,,
2022-10-11,05:42:00,07:03:00,497,,58098,1,SMTR202211005535,2022-10-11 05:42:00,2022-10-11 07:03:00,,,,,,,
2022-10-11,04:59:00,05:51:00,SV483,,31163,1,SMTR202211005534,2022-10-11 04:59:00,2022-10-11 05:51:00,,,,,,,
2022-10-11,19:21:00,20:55:00,483,,31163,1,SMTR202211005532,2022-10-11 19:21:00,2022-10-11 20:55:00,,,,,,,
2022-10-11,19:30:00,20:55:00,SV483,,31150,1,SMTR202211005531,2022-10-11 19:30:00,2022-10-11 20:55:00,,,,,,,
2022-10-11,18:31:00,20:19:00,483,,31137,1,SMTR202211005529,2022-10-11 18:31:00,2022-10-11 20:19:00,,,,,,,
2022-10-11,11:13:00,12:43:00,483,,31122,1,SMTR202211005528,2022-10-11 11:13:00,2022-10-11 12:43:00,,,,,,,
2022-10-11,19:30:00,20:55:00,SV483,,31051,1,SMTR202211005526,2022-10-11 19:30:00,2022-10-11 20:55:00,,,,,,,
2022-10-11,16:54:00,19:23:00,483,,31090,1,SMTR202211005525,2022-10-11 16:54:00,2022-10-11 19:23:00,,,,,,,
2022-10-11,12:48:00,13:57:00,483,,31072,1,SMTR202211005521,2022-10-11 12:48:00,2022-10-11 13:57:00,,,,,,,
2022-10-11,10:50:00,12:31:00,SV483,,31068,1,SMTR202211005516,2022-10-11 10:50:00,2022-10-11 12:31:00,,,,,,,
2022-10-11,05:46:00,06:45:00,SV483,,31061,1,SMTR202211005514,2022-10-11 05:46:00,2022-10-11 06:45:00,,,,,,,
2022-10-11,04:41:00,05:44:00,483,,31061,1,SMTR202211005512,2022-10-11 04:41:00,2022-10-11 05:44:00,,,,,,,
2022-10-11,15:43:00,17:28:00,483,,31048,1,SMTR202211005510,2022-10-11 15:43:00,2022-10-11 17:28:00,,,,,,,
2022-10-11,18:29:00,20:11:00,SV483,,31045,1,SMTR202211005508,2022-10-11 18:29:00,2022-10-11 20:11:00,,,,,,,
2022-10-11,15:01:00,16:22:00,483,,31045,1,SMTR202211005506,2022-10-11 15:01:00,2022-10-11 16:22:00,,,,,,,
2022-10-11,16:44:00,18:45:00,483,,31039,1,SMTR202211005504,2022-10-11 16:44:00,2022-10-11 18:45:00,,,,,,,
2022-10-11,17:00:00,18:59:00,SV483,,31032,1,SMTR202211005502,2022-10-11 17:00:00,2022-10-11 18:59:00,,,,,,,
2022-10-11,17:17:00,19:05:00,483,,31027,1,SMTR202211005491,2022-10-11 17:17:00,2022-10-11 19:05:00,,,,,,,
2022-10-11,18:59:00,20:44:00,483,,31024,1,SMTR202211005483,2022-10-11 18:59:00,2022-10-11 20:44:00,,,,,,,
2022-10-11,16:15:00,17:56:00,SV483,,31024,1,SMTR202211005481,2022-10-11 16:15:00,2022-10-11 17:56:00,,,,,,,
2022-10-11,18:00:00,19:44:00,483,,31003,1,SMTR202211005476,2022-10-11 18:00:00,2022-10-11 19:44:00,,,,,,,
2022-10-11,19:38:00,22:23:00,906,,31039,1,SMTR202211005472,2022-10-11 19:38:00,2022-10-11 22:23:00,,,,,,,
2022-10-11,23:05:00,00:13:00,SP404,,31105,1,SMTR202211005453,2022-10-11 23:05:00,2022-10-11 00:13:00,,,,,,,
2022-10-11,23:16:00,00:32:00,498,,31116,1,SMTR202211005449,2022-10-11 23:16:00,2022-10-11 00:32:00,,,,,,,
2022-10-11,00:40:00,01:36:00,498,,31027,1,SMTR202211005445,2022-10-11 00:40:00,2022-10-11 01:36:00,,,,,,,
2022-10-11,09:28:00,10:46:00,498,,31018,1,SMTR202211005440,2022-10-11 09:28:00,2022-10-11 10:46:00,,,,,,,
2022-10-11,21:47:00,23:02:00,915,,10194,1,SMTR202211005418,2022-10-11 21:47:00,2022-10-11 23:02:00,,,,,,,
2022-10-11,12:01:00,13:22:00,497,,58165,1,SMTR202211005412,2022-10-11 12:01:00,2022-10-11 13:22:00,,,,,,,
2022-10-11,08:35:00,09:49:00,497,,58111,1,SMTR202211005411,2022-10-11 08:35:00,2022-10-11 09:49:00,,,,,,,
2022-10-11,00:51:00,01:57:00,497,,31136,1,SMTR202211005409,2022-10-11 00:51:00,2022-10-11 01:57:00,,,,,,,
2022-10-11,13:17:00,14:33:00,497,,31116,1,SMTR202211005408,2022-10-11 13:17:00,2022-10-11 14:33:00,,,,,,,
2022-10-11,09:00:00,10:13:00,497,,31027,1,SMTR202211005407,2022-10-11 09:00:00,2022-10-11 10:13:00,,,,,,,
2022-10-11,23:40:00,00:53:00,497,,31023,1,SMTR202211005394,2022-10-11 23:40:00,2022-10-11 00:53:00,,,,,,,
2022-10-11,00:01:00,00:58:00,SP404,,31080,1,SMTR202211005382,2022-10-11 00:01:00,2022-10-11 00:58:00,,,,,,,
2022-10-11,00:25:00,01:26:00,SV483,,31147,1,SMTR202211005380,2022-10-11 00:25:00,2022-10-11 01:26:00,,,,,,,
2022-10-11,21:43:00,22:22:00,SV483,,31084,1,SMTR202211005378,2022-10-11 21:43:00,2022-10-11 22:22:00,,,,,,,
2022-10-11,17:05:00,18:03:00,SV483,,31037,1,SMTR202211005376,2022-10-11 17:05:00,2022-10-11 18:03:00,,,,,,,
2022-10-11,09:58:00,10:55:00,906,,31100,1,SMTR202211005371,2022-10-11 09:58:00,2022-10-11 10:55:00,,,,,,,
2022-10-11,08:36:00,09:53:00,906,,31090,1,SMTR202211005369,2022-10-11 08:36:00,2022-10-11 09:53:00,,,,,,,
2022-10-11,08:03:00,09:36:00,497,,58165,1,SMTR202211005367,2022-10-11 08:03:00,2022-10-11 09:36:00,,,,,,,
2022-10-11,06:40:00,07:34:00,497,,58163,1,SMTR202211005366,2022-10-11 06:40:00,2022-10-11 07:34:00,,,,,,,
2022-10-11,20:30:00,21:31:00,497,,58162,1,SMTR202211005364,2022-10-11 20:30:00,2022-10-11 21:31:00,,,,,,,
2022-10-11,19:06:00,20:18:00,497,,58153,1,SMTR202211005361,2022-10-11 19:06:00,2022-10-11 20:18:00,,,,,,,
2022-10-11,16:28:00,17:26:00,497,,58153,1,SMTR202211005359,2022-10-11 16:28:00,2022-10-11 17:26:00,,,,,,,
2022-10-11,15:29:00,16:22:00,497,,58145,1,SMTR202211005358,2022-10-11 15:29:00,2022-10-11 16:22:00,,,,,,,
2022-10-11,13:05:00,15:22:00,497,,58110,1,SMTR202211005354,2022-10-11 13:05:00,2022-10-11 15:22:00,,,,,,,
2022-10-11,10:57:00,12:06:00,497,,58053,1,SMTR202211005352,2022-10-11 10:57:00,2022-10-11 12:06:00,,,,,,,
2022-10-11,23:26:00,23:45:00,497,,58053,1,SMTR202211005347,2022-10-11 23:26:00,2022-10-11 23:45:00,,,,,,,
2022-10-11,20:57:00,21:34:00,497,,58053,1,SMTR202211005343,2022-10-11 20:57:00,2022-10-11 21:34:00,,,,,,,
2022-10-11,18:32:00,19:53:00,497,,58019,1,SMTR202211005341,2022-10-11 18:32:00,2022-10-11 19:53:00,,,,,,,
2022-10-11,23:02:00,23:28:00,483,,58165,1,SMTR202211005335,2022-10-11 23:02:00,2022-10-11 23:28:00,,,,,,,
2022-10-11,12:28:00,12:37:00,483,,31163,1,SMTR202211005328,2022-10-11 12:28:00,2022-10-11 12:37:00,,,,,,,
2022-10-11,17:12:00,17:32:00,SV483,,31157,1,SMTR202211005324,2022-10-11 17:12:00,2022-10-11 17:32:00,,,,,,,
2022-10-11,16:46:00,17:06:00,483,,31152,1,SMTR202211005320,2022-10-11 16:46:00,2022-10-11 17:06:00,,,,,,,
2022-10-11,15:15:00,15:33:00,483,,31152,1,SMTR202211005318,2022-10-11 15:15:00,2022-10-11 15:33:00,,,,,,,
2022-10-11,14:54:00,15:11:00,497,,31023,1,SMTR202211005316,2022-10-11 14:54:00,2022-10-11 15:11:00,,,,,,,
2022-10-11,13:41:00,14:07:00,483,,31152,1,SMTR202211005314,2022-10-11 13:41:00,2022-10-11 14:07:00,,,,,,,
2022-10-11,22:12:00,23:15:00,483,,31147,1,SMTR202211005310,2022-10-11 22:12:00,2022-10-11 23:15:00,,,,,,,
2022-10-11,22:51:00,23:37:00,483,,31137,1,SMTR202211005305,2022-10-11 22:51:00,2022-10-11 23:37:00,,,,,,,
2022-10-11,20:16:00,21:26:00,483,,31132,1,SMTR202211005301,2022-10-11 20:16:00,2022-10-11 21:26:00,,,,,,,
2022-10-11,21:44:00,22:37:00,SV483,,31105,1,SMTR202211005295,2022-10-11 21:44:00,2022-10-11 22:37:00,,,,,,,
2022-10-11,21:44:00,22:37:00,497,,31023,1,SMTR202211005294,2022-10-11 21:44:00,2022-10-11 22:37:00,,,,,,,
2022-10-11,08:07:00,08:41:00,483,,31100,1,SMTR202211005288,2022-10-11 08:07:00,2022-10-11 08:41:00,,,,,,,
2022-10-11,06:42:00,07:28:00,486,,31157,1,SMTR202211005281,2022-10-11 06:42:00,2022-10-11 07:28:00,,,,,,,
2022-10-11,06:00:00,06:42:00,483,,31098,1,SMTR202211005279,2022-10-11 06:00:00,2022-10-11 06:42:00,,,,,,,
2022-10-11,07:49:00,09:17:00,486,,31157,1,SMTR202211005277,2022-10-11 07:49:00,2022-10-11 09:17:00,,,,,,,
2022-10-11,08:14:00,09:40:00,483,,31096,1,SMTR202211005271,2022-10-11 08:14:00,2022-10-11 09:40:00,,,,,,,
2022-10-11,09:31:00,11:19:00,486,,31124,1,SMTR202211005270,2022-10-11 09:31:00,2022-10-11 11:19:00,,,,,,,
2022-10-11,23:57:00,01:15:00,486,,31124,1,SMTR202211005266,2022-10-11 23:57:00,2022-10-11 01:15:00,,,,,,,
2022-10-11,04:45:00,05:59:00,486,,31120,1,SMTR202211005260,2022-10-11 04:45:00,2022-10-11 05:59:00,,,,,,,
2022-10-11,21:47:00,22:56:00,483,,31090,1,SMTR202211005258,2022-10-11 21:47:00,2022-10-11 22:56:00,,,,,,,
2022-10-11,02:37:00,03:31:00,486,,31100,1,SMTR202211005253,2022-10-11 02:37:00,2022-10-11 03:31:00,,,,,,,
2022-10-11,12:20:00,13:56:00,SV483,,31090,1,SMTR202211005252,2022-10-11 12:20:00,2022-10-11 13:56:00,,,,,,,
2022-10-11,16:05:00,16:27:00,483,,31082,1,SMTR202211005247,2022-10-11 16:05:00,2022-10-11 16:27:00,,,,,,,
2022-10-11,22:07:00,23:25:00,483,,31080,1,SMTR202211005241,2022-10-11 22:07:00,2022-10-11 23:25:00,,,,,,,
2022-10-11,21:12:00,22:14:00,486,,31092,1,SMTR202211005233,2022-10-11 21:12:00,2022-10-11 22:14:00,,,,,,,
2022-10-11,16:46:00,19:12:00,483,,31071,1,SMTR202211005226,2022-10-11 16:46:00,2022-10-11 19:12:00,,,,,,,
2022-10-11,06:00:00,07:59:00,483,,31042,1,SMTR202211005219,2022-10-11 06:00:00,2022-10-11 07:59:00,,,,,,,
2022-10-11,21:14:00,22:08:00,328,,10017,1,SMTR202211005218,2022-10-11 21:14:00,2022-10-11 22:08:00,,,,,,,
2022-10-11,14:43:00,15:50:00,486,,31082,1,SMTR202211005214,2022-10-11 14:43:00,2022-10-11 15:50:00,,,,,,,
2022-10-11,12:13:00,13:31:00,483,,31042,1,SMTR202211005208,2022-10-11 12:13:00,2022-10-11 13:31:00,,,,,,,
2022-10-11,08:33:00,11:22:00,486,,31072,1,SMTR202211005203,2022-10-11 08:33:00,2022-10-11 11:22:00,,,,,,,
2022-10-11,15:07:00,16:52:00,486,,31072,1,SMTR202211005198,2022-10-11 15:07:00,2022-10-11 16:52:00,,,,,,,
2022-10-11,07:03:00,09:40:00,483,,31037,1,SMTR202211005197,2022-10-11 07:03:00,2022-10-11 09:40:00,,,,,,,
